"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
93473.7433123629,2,1,1,30,-1,-1,0,-1,-1,-1,4238.19002468327,90483.3503615144,2318.1003186855,43257.3531782535,59207.3499225092,43903.3940595359,6835.16754071838,7530.98856881579,18849.9245128085,13139.0565084101,19658.8737899936,19451.4473823406,0
8791.48257887381,2,2,1,38,1,3,1,2,2,0,121627.609974715,7147.64599436339,42850.3138543623,38157.914663849,82391.8048708034,143165.579072179,1802.61313477703,778.915912856427,16138.3928348111,6066.66152687044,12071.7380814768,3015.01916743646,1
238917.461583065,1,1,2,33,0,0,-1,-1,-1,0,219991.731586826,209173.890932166,208599.859439294,234193.301070611,224999.782459679,186388.364629002,28335.0881403296,4761.81840559007,26577.9169180525,21578.4386498765,5206.33632784471,8517.5979120702,0
400468.734528512,2,2,2,32,0,-1,0,1,1,0,61.234460359512,184440.620636251,87215.9080100703,60627.4451949627,104182.929288996,94442.4931201846,29774.5675932194,12063.868534508,3177.16427998754,13849.8537432351,729.952697201543,35982.3271991792,0
17521.8845827088,1,3,3,46,2,4,0,-1,1,1,9841.01582409977,38221.0602049086,47628.3402512473,38711.8304331474,9334.39894256136,60786.9335247275,872.393836278996,1810.25000459434,796.006865229732,1532.54598268751,15926.4390941992,9717.53453899274,1
26195.1313435012,1,2,2,47,3,1,3,2,2,4,3139.78150550724,28788.4464139138,14101.9707796447,6632.07468645483,19934.3267621206,32723.5815887097,26441.7558305261,2745.32206464903,8305.58397370861,10007.5242567191,5185.82668592949,12352.6071680502,1
408255.521589336,1,2,2,60,1,1,3,2,0,0,243073.970567829,223614.999001906,243378.713164478,283392.22900277,162224.775658005,76061.7275323263,9784.43394821491,15741.5737299456,9448.42307990416,2165.83216698362,8788.37734310276,5345.1294275561,1
570.410682393096,2,1,2,29,1,-1,-1,-1,-1,-1,16828.9047892599,86480.7871657686,58507.1983257787,36448.5628389063,51272.0779588812,1390.05078287414,3046.70843162279,7978.88843646159,9095.83089698071,9686.17490747743,9384.48409318587,13160.7367762484,1
188628.806411627,2,1,1,25,-1,-1,-1,-1,-1,-1,79385.568569111,12459.9602432331,24818.9192778386,858.796068271017,6820.603477234,33582.8285173835,6488.56874555023,7091.27553108614,26153.319284028,4896.9882361389,3807.80235270576,9816.41647803276,1
139720.791258336,2,2,1,27,2,2,-1,1,2,1,36444.188249898,24813.6108382627,84434.3982879495,20932.9229397164,86862.7124793578,20718.295271539,9114.11022372646,6968.01400950377,5967.45362998239,7858.12216912404,1129.09840178991,2443.45256380343,1
345488.461044173,2,1,1,47,1,0,2,1,0,0,110546.901444752,125373.285291894,114970.259372959,96646.1340261408,45497.4524661648,166287.810342465,16434.3246294869,1816.80978771603,5173.46466500227,9567.35163313024,10835.2898290877,951.312374059824,0
191001.409804552,2,1,2,21,-1,0,-1,-1,-1,-1,37576.7171297709,30968.0168146268,27111.1040677957,20679.6435227289,35871.2864172547,24925.7916121189,813.413846582514,5717.3436833985,3996.01848771695,11467.8686685824,4395.0834697657,11099.6127249056,1
451359.392114556,2,1,2,40,0,0,1,-1,0,0,90664.2754286268,77786.8741843472,37354.5746255488,165197.235538257,66608.0174019653,86500.6817519326,8081.33645202442,26047.910978271,2920.79010102891,3455.98523061967,9622.17704888814,10077.3405678225,0
126960.612485787,1,3,2,31,1,-1,0,0,-1,0,200725.324146592,160451.111955607,109216.152205978,164380.385536359,224781.759432738,126134.606583559,13992.2066299092,22460.2097456685,1313.42603470379,6864.60042306799,5622.21100470933,7530.47959627874,0
165712.178251592,1,3,2,28,0,0,1,-1,-1,-1,52059.0159122199,41663.4200599964,98145.1258676074,6711.93139189658,2322.36895657862,39988.599015202,7452.49195216948,9647.07377445098,6133.13924089148,2827.82644524791,167.180190396802,5760.94478313107,0
250885.437865073,1,2,2,64,1,-1,-1,-1,-1,-1,109665.744667609,4238.13692178515,20949.2379656715,4117.68188230425,22549.662196054,4961.55990641213,4340.59632751741,2886.18860751356,11676.2748811877,13266.9708020634,4136.9125689887,11062.7873457042,0
207159.740734682,1,2,1,41,-1,-1,0,0,0,0,203609.718491913,106252.443449315,189469.677794151,146068.866022024,14200.1532285644,2950.62880976788,1641.64658259553,8589.58673992787,8490.77555153099,4655.92303135189,7575.81294235037,5471.10344410979,1
50914.6537843764,2,3,2,21,1,1,0,1,-1,0,10549.0912625494,85154.9558870611,26898.6429364679,53697.4971007454,136897.166846477,106163.44856987,2688.58994217029,6885.79599171197,4943.5268374336,2966.71698795726,5612.95377853859,28984.4080795637,1
134343.802826176,2,2,2,21,0,1,0,0,1,0,51328.781652213,150552.023901987,25300.4386681787,22236.9617338646,29662.6809526644,103296.178309952,11833.4203083689,1950.86252000006,9571.50733647469,12792.8069942083,14907.8011107254,31357.8907807043,0
172568.383175698,2,1,1,54,-1,-1,0,0,1,-1,33074.3708973757,28765.9071235521,60057.3735996268,48484.2033630333,57809.9328027838,10354.0469822642,7753.27317536037,10052.66217037,15621.6371107611,26120.8906228496,6085.46284599926,3443.81221803305,1
142665.263643879,2,1,2,37,0,-1,-1,-1,-1,-1,76853.2528316749,78588.2797883487,89564.1102646,47477.92844405,20673.4796034471,67740.9317352031,51645.665345404,25327.9336551843,16381.5614584318,24997.9941699701,33687.5100833629,43461.9540251373,0
224981.924673286,2,2,2,30,0,0,-1,-1,-1,-1,20597.8029657736,14836.01768551,39143.8393702363,46600.6447919806,2281.21826259039,17180.8902383145,15227.0882006572,13584.4480587297,3262.00812846143,2801.80653156005,5946.81253499354,3623.97099335438,0
83058.6734278589,2,1,1,43,-1,-1,0,0,0,-1,61153.1326427506,5543.33987371281,55715.0721814169,71211.7017300781,20849.007829915,9705.51201858373,12351.773700453,24097.2658800504,3957.24996948259,1582.11947045324,4256.4232235255,5962.92993476203,0
214474.275640272,2,2,1,32,-1,0,-1,-1,-1,-1,63209.0010284484,27712.4382743409,95986.4790618183,53787.818260619,78007.4333541321,24148.5537337103,3706.43856412182,27458.4138332284,15018.0780353364,5697.86511339526,16112.3684211379,3363.25932365004,0
168540.268425437,2,1,2,29,0,-1,1,0,0,0,58299.6539047494,15337.2307995157,65868.5249260085,12138.2936971019,17647.4201539557,13501.0298791604,1047.56395869866,11206.9485652052,6.90871027909498,3630.55725595763,9147.62360697733,5702.57977277643,0
90140.160482265,2,3,2,50,1,-1,-1,-1,1,1,51068.4627680949,6178.5305153719,76679.5053569688,67521.1085752822,40433.9740019746,3203.49140993748,6470.98423932572,7444.64308263089,4231.59865993047,5123.63694991462,3775.5611090202,158.362797934664,1
465576.235890225,2,2,2,42,0,-1,-1,-1,1,-1,47420.0950980149,64505.2149923348,42336.2647718107,22330.4559503364,48031.6692241208,45713.0231032789,6181.92972411902,5113.25090859222,9783.56833077996,9.39464350205708,8533.02208642509,2190.67916397023,1
62675.9251333344,2,1,3,21,1,-1,-1,-1,-1,-1,439.043569071972,20505.4735029232,68180.4469176837,13473.4076316032,50635.875472191,57504.399864548,6346.61523544433,568.887967236317,5.82013092151133,12703.2347437633,7170.49339091958,15187.1398836822,0
90349.6803190245,2,3,2,26,0,1,-1,-1,-1,-1,54712.7110315488,24962.1760591695,23146.8937433934,26699.1806307662,43965.7970187814,5663.56835435161,3722.95647458045,17229.7413747832,5836.26527929419,2340.37238195309,2517.83481859776,6742.05126845264,0
232750.877031684,1,1,1,36,-1,1,1,2,-1,3,65712.382085798,44858.0191600916,53777.8175833265,28724.6526344341,29216.9565244089,47513.9812235414,12435.520686488,508.668574449032,12226.0626400604,13363.5674446809,5379.24607877266,1140.97134197059,1
142818.279665583,1,2,1,31,4,0,1,-1,1,0,200635.082139029,217863.841962329,132995.447988564,181567.319284083,214752.397001012,248024.9899766,2495.35768107856,7821.23730001404,20483.9749865367,7612.29942256545,10052.7081655629,1036.32576475966,1
185802.347265316,2,3,2,29,-1,-1,-1,-1,1,1,91912.054828065,12351.1611643351,18321.0828012506,6874.18858875166,17448.6606192832,26401.1912818068,4778.91918014133,15328.854983741,5580.34003553087,27079.0939969143,4007.2465606874,21528.6349702998,0
83931.0144514749,2,2,2,31,0,-1,0,-1,1,0,92237.1015353849,34385.1995723771,85934.1549702704,114525.219317848,21154.8332663777,6700.91629590604,7456.0758981605,596.958069931294,13381.4093092544,3708.19685626177,1770.00566292456,1311.0868933551,0
175611.204072498,1,1,2,30,-1,-1,-1,0,-1,1,37060.7392941569,17216.1868982954,20632.9541037717,15867.7778731319,60495.494964028,62063.1808608204,16669.6194401695,4633.72659288839,19108.7946750264,4211.7522160592,4474.30007033123,182.896614769574,1
583186.034926568,1,1,1,55,2,1,1,2,0,3,114880.423461659,127948.090333365,115228.618081335,151746.139873593,10888.6111843605,81650.6924610128,4663.12827855303,4617.35274455874,5543.3046047954,3956.73294648204,18118.1592831413,3978.21159233435,1
2443.07108983046,2,2,2,39,1,0,-1,-1,-1,-1,25786.4927190173,50258.4149593052,36176.4449574081,37721.6504817137,25069.1104027109,59392.3277729492,4810.06559974188,36146.8481460147,14104.6775063247,16404.9279911948,11141.0078683615,5227.35461569027,0
176500.563667435,1,3,2,21,-1,0,-1,-1,0,0,39382.6245615749,88178.6698621449,53586.7045891302,14555.6144411521,48209.4006696475,45313.9914416039,9586.0373086654,5186.92465265815,16429.7883139179,6452.80539761154,1451.63349864613,213.190432811882,1
202518.715994503,2,3,1,59,1,3,-1,0,-1,0,23018.8687170496,43053.7720621423,31763.1207100356,65991.64642337,16160.7967829615,34917.3120744211,9143.89662288461,11019.3446854811,6363.42479246627,8585.02898531555,12562.7920611226,849.100565869516,1
47460.0328220237,1,1,2,26,-1,-1,1,0,-1,0,94303.2885796632,72474.5302831701,15534.9471095992,74219.0723856099,20736.8053426472,22894.8695898999,9285.60978525564,31664.6491264392,27699.2181033542,8678.90218605778,11245.5261732401,18745.152318536,0
59799.2782015141,1,1,2,27,0,0,0,0,0,0,80735.6626166326,37029.6005892003,34168.5027030415,52597.4829625164,24094.5391433067,37333.8704021842,6390.90175371437,12103.5781848957,6024.37114810811,7030.38424382843,12019.2810496565,7071.27855516524,1
93528.4077767759,1,1,1,25,0,-1,0,0,0,-1,126450.947362928,90736.9716928621,145180.055300589,171932.034060389,16388.7209361525,20664.1094253462,7813.53606760004,17578.2224029196,11045.7380285405,9065.93118597608,28840.4255399323,29066.7374050477,0
37055.0888383458,1,2,2,21,1,2,2,0,0,-1,79276.7262517106,40785.4493405679,91760.9846379123,2750.30558898851,2179.51625741455,18179.164819642,7856.07581350346,7960.70108629395,19692.1063650215,2249.48496912138,1472.38781949657,1701.63203490788,1
116054.645779201,2,1,2,21,2,2,2,0,0,0,91321.0367792151,170727.635151106,112961.053740621,163820.849228068,110235.173150655,21589.8262827122,6138.50964905895,12617.9221533821,18696.074346884,10663.3332990036,176.356647219953,12037.6702773411,1
65011.1525943344,1,2,1,42,-1,2,-1,1,-1,-1,36950.31181608,59243.0141695572,28281.6413412411,21185.1536157323,32022.4100008188,15332.2198572317,4934.44461832614,6798.14270922313,10544.4917741005,3989.3874107634,7840.25831032321,6912.804118137,0
81632.1562008779,2,2,2,24,0,-1,0,2,3,0,26616.0079111307,50609.2442298889,49987.1509622847,15966.1831595845,28639.757011158,66673.4206076676,8128.25855584188,22801.468137017,9458.43405240397,11021.9760439891,2132.9965441123,4157.02342394954,0
177390.439056674,2,3,1,37,0,-1,1,0,-1,-1,85061.2663820406,92675.4564869618,188955.461438988,36738.9473940676,101087.233009598,105420.328702654,2431.86791280257,9808.67439842743,5602.99239467774,10710.7753638835,3415.38581046122,13525.3416752876,1
52417.3289336074,1,2,1,42,0,0,0,0,0,0,81253.0394864854,87580.6133478779,30090.7465472441,88994.2816586745,7043.85856770411,82051.153395543,18274.9761732028,2723.44239336527,2969.23307252379,347.244900552884,13895.4608255739,1048.71054797397,0
267056.67732171,1,1,1,34,4,2,-1,-1,-1,-1,83260.9856973068,62684.5911149028,76002.9913357815,25115.4541121215,10520.5890067192,11284.881414627,5285.63420645681,16700.3238850042,10675.3143918856,15029.4380866056,15951.4243375447,15061.8853241588,1
298388.013182938,2,2,2,33,-1,0,-1,-1,-1,0,58197.1754385279,9894.44672427129,21780.0011802722,10470.4819495095,36622.7847867021,3471.41541264719,2563.25729546033,2874.00279344742,20204.1829424481,8121.65616870636,10296.2231309947,3153.92403108983,0
63594.5820825206,2,2,1,37,2,0,-1,3,0,-1,133783.065930992,20293.5119932508,69537.5450786747,19759.6877983989,5629.49195574811,21520.4287037765,2812.48053683396,458.953582037228,16854.0050900578,4342.10451855096,9717.47340309425,4497.38760340549,1
283682.711147606,2,2,1,21,1,-1,-1,-1,-1,-1,100805.163526693,44541.0371140941,8975.4724688782,18243.6233097181,28073.7213423847,3269.32476141705,8505.67087097093,2442.58371478149,7.48392148220818,12978.4906147932,1174.5070856934,21192.6601592663,1
132818.740669345,2,2,2,32,1,2,2,3,2,3,60753.93404248,57962.3999332145,85832.3367248776,1010.34288104419,68227.1341808005,27115.4992952999,8444.57907573057,29956.8916774885,978.419867111897,9310.82422319833,3496.16276036938,7781.16783075337,0
150757.523275073,1,2,2,21,1,0,2,1,1,0,18125.3556173758,75881.290845043,1532.88651400511,27240.8728701227,3015.63407307349,47014.3767973028,3830.08828310172,7553.45647069661,1938.3716785487,1765.90222621921,6689.99877211192,57932.9843891104,1
445174.12633966,2,2,2,50,0,0,1,-1,0,-1,175415.930433473,55095.4176294965,120812.792038266,37091.8599559415,32669.0111400274,39598.1342376025,9856.09398303083,23543.2258144037,26993.2206278321,30407.713924924,26970.343487285,35218.6870987915,0
109315.476568966,1,1,2,21,1,3,7,6,8,8,11939.0444779108,60114.6240578303,11543.3760376263,19107.7964479383,75528.0946135408,48425.216305065,3632.9995643249,1557.70811705307,1824.82506105234,774.060459066908,185.222598923705,4106.34349706618,1
234210.916590139,1,1,1,37,3,-1,0,-1,0,-1,136836.206228908,70724.4624065709,83719.5102584,110520.355635824,75975.9091141131,34782.4833169682,5530.25704383803,2596.17996953946,11312.1582828508,5854.75358162395,2096.15242205414,5151.67454583342,1
112505.36263647,2,2,2,28,1,1,-1,0,0,-1,21532.0468392422,12355.712401131,122835.565108325,42195.4956273426,25182.3773096098,49408.6286868148,5934.95191239828,6542.22992320369,20573.5719965826,1007.51170499,16908.0792605093,13361.318816768,1
29042.5024709617,2,1,2,22,1,0,2,0,1,0,74367.2359078311,45205.0518526587,14249.3727678437,55218.99725377,24948.7440245418,38564.1633608414,812.082120469193,483.967938981131,7241.27016541971,7727.55199489928,2251.28035715184,14070.4952364247,1
27760.4084437049,2,3,2,37,0,0,-1,0,0,-1,17604.4995086613,82487.897662555,919.610429424503,45929.75621829,37783.6847909239,31408.4490319826,1179.56620900616,4720.61149099734,8556.56532028483,6956.69125655998,6726.2319528612,21833.6528426765,0
184999.516636621,2,2,2,44,1,0,3,1,2,0,15483.4168463263,108589.639444799,26281.5897241001,78879.7585966391,32663.3611701257,38774.4248865145,6434.70905664585,3072.7983837614,3517.92251862747,5753.08913366806,2803.84729561996,22790.0898498392,1
163969.024383747,2,1,2,24,0,0,-1,-1,0,-1,79474.2630182723,13921.4778911925,142527.963105259,103649.334739956,54462.0472767285,2335.80330642004,6120.62174428941,8354.0300204482,18689.3268059405,7442.24796686546,11905.7434970852,8301.6346307377,0
135219.5359229,2,2,1,39,-1,0,-1,0,0,1,57357.7777853794,158984.126148001,147064.203905273,139159.769435867,107033.427968375,65178.9530246327,6539.0955138337,418.349750587855,22201.790056203,6895.64461728922,31723.9109480299,10308.4809114593,0
451945.615323605,2,4,1,53,1,0,0,-1,0,-1,1585.22440107789,19706.3339996835,14871.8225330607,31916.3537399087,20271.0475127547,3280.01470811748,1144.72863374192,13932.329277105,5100.56187373818,1669.17140693634,2300.26342254742,177.587423883231,1
290630.338633452,2,1,2,32,-1,-1,-1,-1,-1,-1,13362.8080842208,154586.005269215,46443.7396195829,5122.43144395992,25181.6185591066,15304.462516437,10430.4840905304,2683.30688033622,4902.8903720226,11774.253625372,11335.8023887886,10873.4147698828,0
223010.909403077,2,2,1,45,-1,-1,-1,-1,-1,-1,33554.0825072591,8634.16481549482,91396.3085315067,113112.502980625,15061.1795231097,40079.8806916928,379.529972561758,8453.26099264801,14691.144117798,8616.83246925595,6557.02127769997,593.126092107886,0
188547.328929048,1,3,1,50,3,2,1,3,3,3,53066.5390437285,32097.9950439165,22975.1639963894,15233.6634492404,63132.312121977,35411.125606162,6305.74921764775,7423.94101489677,635.13282744119,4141.75453804253,11475.4378124225,3611.86724416077,1
463801.312838874,2,2,2,49,-1,1,0,-1,0,1,23747.0038637541,84180.0283356466,57601.7313322238,46338.6176440338,79064.6194551628,7482.52473577128,23430.4547941144,57440.3225236296,45832.3261499107,17491.2543359762,27092.0877326335,24995.4576201831,0
191023.023955671,2,5,2,36,-1,-1,0,1,0,0,39884.8989585212,19931.5860698405,41252.0931547405,843.476496492829,14845.9141806865,6322.51832280487,8868.47582641904,18621.3236586241,7732.80044731218,1090.23348901488,8405.90045657984,18249.5599591841,0
121371.277098785,1,3,1,30,1,-1,-1,-1,-1,-1,5643.26272349443,45017.5811206254,5797.22733148159,9956.44748362618,32808.0356598907,55368.9166686943,11057.8525418843,14848.4441276496,19909.7870649612,20089.11094998,6954.8428015899,12340.4687811462,0
61098.0458503879,2,2,1,50,3,0,3,0,3,1,4695.8411116452,58785.8210361631,53168.2598564618,69030.5625319261,6347.13206570727,5782.70800825916,13286.064764033,1731.61001992037,1066.90874874061,2135.78385049538,12137.8140164203,12187.8615830004,1
238485.859011196,1,1,1,25,-1,-1,-1,-1,-1,-1,20196.168471321,64955.0776163409,7782.75121824671,10829.4790367562,45377.2666063312,26516.4698532281,8746.00773333908,9215.68233476359,18783.896723303,10328.4531065958,3151.44689918712,10171.3181432661,0
33392.7492299528,1,1,1,36,0,-1,-1,1,1,0,57927.9731173134,42941.229889235,13530.5148946082,33394.6444594564,36642.7275137616,59660.5683656185,5904.27986128431,2658.293027854,5846.39861227894,2711.48554096281,5660.60089799242,4529.56751679498,1
144665.431542246,1,1,1,46,-1,-1,-1,0,0,1,62145.7394117583,35728.5343853444,48104.7893147659,42000.6325559545,59786.2013639906,44749.4104111451,2229.59900470521,9838.83193704655,1508.92806572093,28702.6571397149,7065.98945777009,7174.00628312839,1
279182.156610632,1,3,2,38,1,1,0,0,-1,0,113732.349574071,150442.355758021,186090.352640667,274252.363725746,177605.646730343,156509.548101159,10102.8471815203,2066.44338534237,8820.21328170588,19570.3169172511,1668.36770310468,4775.58344245814,1
257484.667545575,1,2,2,29,-1,-1,-1,-1,-1,-1,47763.0229434727,12009.3435206718,78382.0627634313,21192.8987178857,6950.3137414683,36596.2892254144,26786.0204729922,8108.72404174415,9731.7652788257,3269.9706488783,4118.54308851728,14644.923822034,0
100027.457955447,1,2,1,26,5,1,3,1,1,3,33617.359785664,54908.6428200772,56867.3341505462,23450.5342648819,19070.758375826,6905.41243401041,4536.77831616435,1457.1167123363,18281.1011970407,3085.67107230639,3843.47996506748,7985.82091854029,1
87411.0039206047,1,2,2,25,2,0,1,-1,1,0,6497.21984172489,12884.4280528463,44261.8948194834,31229.5325327801,39053.5603335869,4682.00325520946,108.234361462412,720.722073356526,2023.73376661447,10795.9804981907,1157.04218601931,5481.57673333389,1
395686.06306575,2,4,1,49,-1,-1,0,-1,-1,0,69664.5849289822,11239.1218923128,209.463069602668,21510.0907427971,30902.5760118638,18586.3280364547,15051.3411912109,19917.3098253558,7412.6449919113,16900.5833873584,19140.6918641067,1299.52426335587,0
283340.189431538,2,3,1,48,4,0,1,1,-1,0,78481.1548646543,88582.2677993783,77203.8415932843,117159.308592918,115352.646388357,142668.249281785,1339.18369481237,761.636762193426,529.443780751375,4820.8716315276,1007.28409586363,15036.4561255232,1
334628.959803327,1,1,1,44,1,-1,0,-1,0,0,5157.72367155511,25608.3686370345,18180.9999765119,680.217281716527,21393.4971104159,13059.0685330596,7282.19056616732,1801.22387482367,2616.23109766169,40379.2912488176,4636.44384877211,4950.56920108815,1
79847.5343450833,2,3,3,48,1,2,3,3,1,1,209.402024548781,97878.8988858274,57842.9196440192,19563.1114568591,31132.6672414844,40952.6580897013,7180.71294972394,11731.3101989267,6523.32050728871,1173.22579983855,9830.45749996231,1991.22607090754,1
51261.1450587052,1,1,1,41,1,-1,0,0,-1,0,106006.704432895,68425.3491274548,4309.05283959634,381.466512920597,23363.4827457192,47547.0357276739,2778.38577693617,6428.49151946232,17141.9454644476,8329.25129274283,95279.2275655341,1163.83597499939,1
66170.0709733488,1,4,1,58,1,2,4,3,2,2,12504.2126526153,104926.959965605,19527.4860474889,54594.1709751527,39190.3792682223,3477.03552632243,4763.28965223301,14863.6805895793,6103.63813169459,4617.51583404136,914.961769870671,6973.42532861216,1
450989.240424273,1,1,1,39,-1,0,1,0,0,-1,356825.47331562,267551.983144481,402502.224829622,401010.009688897,450265.393441178,393492.983774428,379.137813042027,279.053599496223,10906.6338739047,17546.1620864753,7596.29070346599,25863.3887163488,0
8609.86239479523,1,2,2,27,-1,-1,-1,-1,0,-1,31603.6017944229,3883.48731536474,18379.082606419,43323.8467779532,37464.2653343141,41252.9415756754,13989.8964621812,34684.657746714,10374.1939219392,14557.9271953436,4336.51399683521,5676.94718121387,0
152079.469547017,2,1,1,37,-1,1,2,2,-1,1,59716.3682210191,74969.8304240761,21491.8886679106,23029.5718052988,16497.3445989814,65256.1359875796,2407.61500122768,21632.2140150808,21607.9885867585,5515.32324477579,9755.12467424318,1762.64524397238,0
143821.490444742,1,2,2,41,0,1,0,-1,0,-1,38720.6351334498,37926.7999253701,36.1809047045463,6427.75219108271,38237.9374949135,71280.575002902,10706.1057184839,27547.9341605673,28633.8675280369,10622.6242243439,2543.38081317557,4792.79027376678,0
266718.871446186,2,3,1,31,-1,-1,-1,-1,-1,-1,32358.4575620954,66686.1623181578,32799.8795502256,30074.5776929718,2075.17771860018,13569.8367797702,7250.87737324097,316.075445834203,13534.8794127016,17933.2732911879,15153.7657087637,43898.9371159066,0
105664.431596436,2,2,1,38,0,1,1,-1,-1,0,8450.46204247309,26951.5331571362,82975.7821964944,32703.4215022633,35992.4411530313,67296.1099512802,9071.52912683036,3849.35753536015,4905.59279155001,24221.4624544385,4656.91042074162,1863.19150685135,1
405420.610944227,2,1,2,25,-1,-1,0,-1,-1,-1,37754.4876481839,73518.7738663962,17498.4116613301,25073.9825774277,51230.4507553468,44356.4320577272,15754.2675128075,14487.4338061063,11648.2746535882,12014.4719611861,4197.28863293943,45433.3822512142,0
85894.637695827,2,3,1,25,-1,1,0,-1,1,1,36091.8139479882,36646.1486543851,64570.7866485725,25227.447082405,19098.6050078228,19162.3185483649,9035.92851939616,6819.34840775796,20893.5967486221,222.071525981283,7449.88255949632,3912.70616003764,1
243182.96182994,2,2,2,38,-1,-1,-1,-1,-1,-1,147402.316764121,33023.1840643644,71710.868914304,62327.5242154166,2306.95999114508,53492.9041495333,16601.6477656972,1951.62677388023,3768.05530705841,3355.68490257051,6152.55945442745,22482.4290679226,0
94705.4616706323,2,3,3,61,0,0,2,0,-1,0,6754.39735827033,140655.771873814,286.348656925689,74116.5753090364,102294.189356646,37459.8593673566,1822.55300050054,3682.86999164406,1188.83663632628,1733.86949799336,5189.63236726074,1423.8781862673,1
70568.5664547819,1,2,2,30,1,1,2,0,-1,-1,111486.658383698,710.762124231442,1298.00999444623,61987.6980528123,4840.43160992142,5896.28982580832,4972.11186348578,7111.67783622488,4816.01925766535,8532.26056158514,693.339967886235,5082.49065888545,1
162793.996377801,2,2,1,38,0,0,-1,3,-1,0,90004.8413261944,12243.695381389,7192.40472848543,113442.458162939,85083.2129203799,26328.5049608703,492.277544840844,57152.077601277,3363.14729046441,4085.06641218097,3629.17587066734,3631.19442692686,1
